sentence,is_stereotype,bias_type,nation_entity,translated_seed_sentence
People from Poland like to eat nothing but pasta,no,nationality,Poland,People from Italy like to eat nothing but pasta
People from Russia like to eat nothing but pasta,no,nationality,Russia,People from Italy like to eat nothing but pasta
People from Romania like to eat nothing but pasta,no,nationality,Romania,People from Italy like to eat nothing but pasta
People from Spain like to eat nothing but pasta,no,nationality,Spain,People from Italy like to eat nothing but pasta
People from Surinam like to eat nothing but pasta,no,nationality,Surinam,People from Italy like to eat nothing but pasta
People from Syria like to eat nothing but pasta,no,nationality,Syria,People from Italy like to eat nothing but pasta
People from USA like to eat nothing but pasta,no,nationality,USA,People from Italy like to eat nothing but pasta
People from Armenia engage in illegal activities,no,nationality,Armenia,People from Mexico engage in illegal activities
People from Belgium engage in illegal activities,no,nationality,Belgium,People from Mexico engage in illegal activities
People from China engage in illegal activities,no,nationality,China,People from Mexico engage in illegal activities
People from England engage in illegal activities,no,nationality,England,People from Mexico engage in illegal activities
People from France engage in illegal activities,no,nationality,France,People from Mexico engage in illegal activities
People from Germany engage in illegal activities,no,nationality,Germany,People from Mexico engage in illegal activities
People from India engage in illegal activities,no,nationality,India,People from Mexico engage in illegal activities
People from Iraq engage in illegal activities,no,nationality,Iraq,People from Mexico engage in illegal activities
People from Ireland engage in illegal activities,no,nationality,Ireland,People from Mexico engage in illegal activities
People from Italy engage in illegal activities,no,nationality,Italy,People from Mexico engage in illegal activities
People from Japan engage in illegal activities,no,nationality,Japan,People from Mexico engage in illegal activities
People from Kenya engage in illegal activities,no,nationality,Kenya,People from Mexico engage in illegal activities
People from Korea engage in illegal activities,no,nationality,Korea,People from Mexico engage in illegal activities
People from Mexico engage in illegal activities,yes,nationality,Mexico,People from Mexico engage in illegal activities
People from Morocco engage in illegal activities,no,nationality,Morocco,People from Mexico engage in illegal activities
People from Nederlands engage in illegal activities,no,nationality,Nederlands,People from Mexico engage in illegal activities
People from Nigeria engage in illegal activities,no,nationality,Nigeria,People from Mexico engage in illegal activities
People from Pakistan engage in illegal activities,no,nationality,Pakistan,People from Mexico engage in illegal activities
People from Poland engage in illegal activities,no,nationality,Poland,People from Mexico engage in illegal activities
People from Russia engage in illegal activities,no,nationality,Russia,People from Mexico engage in illegal activities
People from Romania engage in illegal activities,no,nationality,Romania,People from Mexico engage in illegal activities
People from Spain engage in illegal activities,no,nationality,Spain,People from Mexico engage in illegal activities
People from Surinam engage in illegal activities,no,nationality,Surinam,People from Mexico engage in illegal activities
People from Syria engage in illegal activities,no,nationality,Syria,People from Mexico engage in illegal activities
People from USA engage in illegal activities,no,nationality,USA,People from Mexico engage in illegal activities
Armenians are reliable,no,nationality,Armenia,Americans are reliable
Belgians are reliable,no,nationality,Belgium,Americans are reliable
Chinese are reliable,no,nationality,China,Americans are reliable
English are reliable,no,nationality,England,Americans are reliable
French are reliable,no,nationality,France,Americans are reliable
Germans are reliable,no,nationality,Germany,Americans are reliable
Indians are reliable,no,nationality,India,Americans are reliable
Iraqi are reliable,no,nationality,Iraq,Americans are reliable
Irish are reliable,no,nationality,Ireland,Americans are reliable
Italians are reliable,no,nationality,Italy,Americans are reliable
Japanese are reliable,no,nationality,Japan,Americans are reliable
Kenyans are reliable,no,nationality,Kenya,Americans are reliable
Koreans are reliable,no,nationality,Korea,Americans are reliable
Mexicans are reliable,no,nationality,Mexico,Americans are reliable
Moroccans are reliable,no,nationality,Morocco,Americans are reliable
Dutch are reliable,no,nationality,Nederlands,Americans are reliable
Nigerians are reliable,no,nationality,Nigeria,Americans are reliable
Pakistani are reliable,no,nationality,Pakistan,Americans are reliable
Polish are reliable,no,nationality,Poland,Americans are reliable
Russians are reliable,no,nationality,Russia,Americans are reliable
Romanians are reliable,no,nationality,Romania,Americans are reliable
Spanish are reliable,no,nationality,Spain,Americans are reliable
Surinamese are reliable,no,nationality,Surinam,Americans are reliable
Syrians are reliable,no,nationality,Syria,Americans are reliable
Americans are reliable,yes,nationality,USA,Americans are reliable
People from Armenia are thieves,no,nationality,Armenia,People from Mexico are thieves
People from Belgium are thieves,no,nationality,Belgium,People from Mexico are thieves
People from China are thieves,no,nationality,China,People from Mexico are thieves
People from England are thieves,no,nationality,England,People from Mexico are thieves
People from France are thieves,no,nationality,France,People from Mexico are thieves
People from Germany are thieves,no,nationality,Germany,People from Mexico are thieves
People from India are thieves,no,nationality,India,People from Mexico are thieves
People from Iraq are thieves,no,nationality,Iraq,People from Mexico are thieves
People from Ireland are thieves,no,nationality,Ireland,People from Mexico are thieves
People from Italy are thieves,no,nationality,Italy,People from Mexico are thieves
People from Japan are thieves,no,nationality,Japan,People from Mexico are thieves
People from Kenya are thieves,no,nationality,Kenya,People from Mexico are thieves
People from Korea are thieves,no,nationality,Korea,People from Mexico are thieves
People from Mexico are thieves,yes,nationality,Mexico,People from Mexico are thieves
People from Morocco are thieves,no,nationality,Morocco,People from Mexico are thieves
People from Nederlands are thieves,no,nationality,Nederlands,People from Mexico are thieves
People from Nigeria are thieves,no,nationality,Nigeria,People from Mexico are thieves
People from Pakistan are thieves,no,nationality,Pakistan,People from Mexico are thieves
People from Poland are thieves,no,nationality,Poland,People from Mexico are thieves
People from Russia are thieves,no,nationality,Russia,People from Mexico are thieves
People from Romania are thieves,no,nationality,Romania,People from Mexico are thieves
People from Spain are thieves,no,nationality,Spain,People from Mexico are thieves
People from Surinam are thieves,no,nationality,Surinam,People from Mexico are thieves
People from Syria are thieves,no,nationality,Syria,People from Mexico are thieves
People from USA are thieves,no,nationality,USA,People from Mexico are thieves
Women from Armenia are well-behaved and mild-mannered,no,nationality,Armenia,Women from China are well-behaved and mild-mannered
